conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment_raw,sentiment_label,sentiment_score,sentiment_category
1933507951580656113,Fri Jun 13 12:53:13 +0000 2025,0,tweet open space ngomongin ai plis aku dah pusink,1933507951580656113,,gibran_tweet,in,,0,0,0,https://x.com/undefined/status/1933507951580656113,1674463452646215680,,"{'label': 'neutral', 'score': 0.7170125842094421}",neutral,0.7170125842094421,Netral
1933505805636284814,Fri Jun 13 12:44:41 +0000 2025,1,Kok gini bapakmu tweet penyakit apa ini Apa AI Realkah,1933505805636284814,,,in,,1,0,1,https://x.com/undefined/status/1933505805636284814,1121466686131933185,,"{'label': 'negative', 'score': 0.9986270666122437}",negative,0.9986270666122437,Negatif
1932770833170416061,Fri Jun 13 11:56:25 +0000 2025,0,PKI teriak PKI Ga usah neriakin PKI bro ewing si gibran sendiri yang suruh di era digitalisasi harus bisa belajar AI negara ini negara demokrasi Kalau tidak mau d kritik jangan jadi Pejabat Paham bro ewing,1933493660815143172,,aewin86,in,,0,0,0,https://x.com/undefined/status/1933493660815143172,1847178373942202374,,"{'label': 'negative', 'score': 0.9989756345748901}",negative,0.9989756345748901,Negatif
1933412414789464099,Fri Jun 13 10:45:23 +0000 2025,0,Plb Wkwkwkwk ngene wae nggo AI mas mas yo cocok ro junjunganmu sing ra sepiro kui tweet,1933475783571538224,https://pbs.twimg.com/media/GtUV-foaoAAA168.jpg,Armycology_Plb,in,,0,0,0,https://x.com/undefined/status/1933475783571538224,605017076,,"{'label': 'positive', 'score': 0.9859821796417236}",positive,0.9859821796417236,Positif
1932687967241519192,Fri Jun 13 08:53:19 +0000 2025,0,Wkwkw definisi AI ngarang sendiri Terus bangga dengan definisi karangan ampas begitu junjungannya emg Gibran tulen,1933447579981001119,,TaryokoL,in,,0,1,0,https://x.com/undefined/status/1933447579981001119,44563814,,"{'label': 'positive', 'score': 0.9917758703231812}",positive,0.9917758703231812,Positif
1933426861801111652,Fri Jun 13 07:30:59 +0000 2025,0,Kepintarannya masih kalah dengan AI nya Gibran Sumber Dibagikan melalui Aplikasi Google,1933426861801111652,,,in,,0,0,0,https://x.com/undefined/status/1933426861801111652,1729126337695338496,,"{'label': 'neutral', 'score': 0.9860885739326477}",neutral,0.9860885739326477,Netral
1932674864730812751,Fri Jun 13 06:41:04 +0000 2025,0,tweet Fufufafa semacam AI di masa lalu,1933414296580730918,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1933414296580730918,721947387237765120,,"{'label': 'negative', 'score': 0.9892650842666626}",negative,0.9892650842666626,Negatif
1932687967241519192,Fri Jun 13 05:49:11 +0000 2025,2,Junjungan AI mereka itu Gibran nabi mereka itu Jokowi makanya rusak pun mereka ga peduli yg penting ada bukti kalau merka kerja meski hasilnya sampah,1933401243239751846,,viersy,in,,0,1,0,https://x.com/undefined/status/1933401243239751846,44563814,,"{'label': 'negative', 'score': 0.9982320666313171}",negative,0.9982320666313171,Negatif
1933391063986966662,Fri Jun 13 05:08:44 +0000 2025,292,1 Politisi PSI 2 Penjilat militan Jokowi 3 Penjilat militan Gibran 4 Penjilat militan keluarga Jokowi 5 Menghujat Islam secara barbar lalu 6 Minta maaf pake AI Artinya gak bener2 minta maaf secara tulus tapi memang cuma pengen ngeledek aja Hahahahaahaha,1933391063986966662,,,in,,2,20,147,https://x.com/undefined/status/1933391063986966662,1242374351078354944,,"{'label': 'negative', 'score': 0.999437153339386}",negative,0.999437153339386,Negatif
1932723880751476850,Fri Jun 13 04:52:37 +0000 2025,0,AntiPKI9 Haha ai gibran dipake,1933387007478395329,,Muslim_AntiPKI9,in,,0,1,0,https://x.com/undefined/status/1933387007478395329,2878921879,,"{'label': 'negative', 'score': 0.9983704686164856}",negative,0.9983704686164856,Negatif
1933380298248757587,Fri Jun 13 04:25:58 +0000 2025,6,semoga bris yang suka edit member dalam konteks aneh aneh pake AI dapet jodoh mirip gibran aamiinnn,1933380298248757587,,,in,,1,2,0,https://x.com/undefined/status/1933380298248757587,1409482961091661827,,"{'label': 'negative', 'score': 0.7137743830680847}",negative,0.7137743830680847,Negatif
1932687967241519192,Fri Jun 13 04:00:05 +0000 2025,0,Baca whitepapernya biar berhenti bacot ngasal pemahaman AI rujukannya dari Gibran makanya dangkal dan sesat diajarin knp hasil inference ga bisa dijadikan Bukti ngeyel minimal istilah2 tau dulu biar ga konyol,1933373787195781414,,teukuhirzi,in,,0,1,0,https://x.com/undefined/status/1933373787195781414,44563814,,"{'label': 'negative', 'score': 0.9984394907951355}",negative,0.9984394907951355,Negatif
1932723880751476850,Fri Jun 13 03:47:54 +0000 2025,0,AntiPKI9 Gegara tweet nyuruh bocil blajar AI semua jadi keranjingan Semoga Hasil AI jadi Asli Itu,1933370721562210395,,Muslim_AntiPKI9,in,,0,0,0,https://x.com/undefined/status/1933370721562210395,223509050,,"{'label': 'negative', 'score': 0.99915611743927}",negative,0.99915611743927,Negatif
1933347268884902007,Fri Jun 13 02:14:43 +0000 2025,16,Setuju Prioritas pendidikan harus lebih kepada mengajarkan keterampilan berpikir kritis dan pemecahan masalah bukan sekadar keterampilan penggunaan AI Jangan dengar gibran,1933347268884902007,https://pbs.twimg.com/media/GtShFwXbMAAvd-a.jpg,,in,,0,8,1,https://x.com/undefined/status/1933347268884902007,1138727688,,"{'label': 'neutral', 'score': 0.8054339289665222}",neutral,0.8054339289665222,Netral
1932674864730812751,Thu Jun 12 12:41:24 +0000 2025,0,tweet otak konslet ditambal dengan AI tambah konslet bran,1933142591228592206,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1933142591228592206,1422451556222332931,,"{'label': 'negative', 'score': 0.9974833130836487}",negative,0.9974833130836487,Negatif
1932674864730812751,Thu Jun 12 11:55:29 +0000 2025,1,tweet Ngajakin buat pk AI dia sendiri sj ngk tau cr nya pake AI,1933131037477102042,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1933131037477102042,1817185224406732800,,"{'label': 'negative', 'score': 0.9992344379425049}",negative,0.9992344379425049,Negatif
1932956768801599925,Thu Jun 12 11:00:44 +0000 2025,0,Pengikut fir aun menganggap fir aun sebagai tuhan Pengikut jokowi menganggap jokowi sebagai nabi Uda capek2 si gibran bahas AI amp hilirisasi malah pendukungnya mau balik lagi ke jaman jahiliyah,1933117258739626345,,DedynurPalakka,in,,0,0,0,https://x.com/undefined/status/1933117258739626345,550934049,,"{'label': 'negative', 'score': 0.9995152950286865}",negative,0.9995152950286865,Negatif
1932772835812126868,Thu Jun 12 09:53:12 +0000 2025,0,Polri tweet Buzzer plat merah bikin dong video tandingan bisa gak Culuun gibran gemar banget sama AI masa penyembahnya gak menguasai AI,1933100262325203323,,vetdam1616,in,,0,0,0,https://x.com/undefined/status/1933100262325203323,1637199236,,"{'label': 'negative', 'score': 0.9984020590782166}",negative,0.9984020590782166,Negatif
1932772835812126868,Thu Jun 12 09:51:50 +0000 2025,9,Polri Maunya bikin video AI buat jilat penguasa Buzzer plat merah bikinlah video tandingan pakai AI kan si gibran gemar banget promosi AI,1933099919084290431,,xquitavee,in,,0,0,0,https://x.com/undefined/status/1933099919084290431,1637199236,,"{'label': 'negative', 'score': 0.9991105198860168}",negative,0.9991105198860168,Negatif
1932727975734358327,Thu Jun 12 09:44:23 +0000 2025,0,Imam Mahdi kalah sama Prabowo Gibran,1933098045710958622,https://pbs.twimg.com/media/GtO-bXdasAAGpjg.jpg,FayaAtika,in,,0,0,0,https://x.com/undefined/status/1933098045710958622,1327065808082661377,,"{'label': 'negative', 'score': 0.8265916705131531}",negative,0.8265916705131531,Negatif
1933093199326990818,Thu Jun 12 09:25:08 +0000 2025,0,same vibe as gibran promoting AI tapi sok ikut bangga in Jumbo shut yooo bitch ass up,1933093199326990818,,,in,,0,0,0,https://x.com/undefined/status/1933093199326990818,1228679990570434560,,"{'label': 'negative', 'score': 0.9936823844909668}",negative,0.9936823844909668,Negatif
1932674864730812751,Thu Jun 12 08:26:13 +0000 2025,0,tweet Ai tidak menggantikan manusia Tapi manusia yang tidak pakai ai akan di kalahkan sama yang pakai ai Ini beda nya apa bang tweet,1933078371334017251,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1933078371334017251,1455471735235432450,,"{'label': 'negative', 'score': 0.9988487958908081}",negative,0.9988487958908081,Negatif
1932770833170416061,Thu Jun 12 08:20:26 +0000 2025,0,kenapa mesti tersinggung sama kreasi AI sesuai pesan wapres GIBRAN jaman now harus MELEK AI,1933076917059825892,,aewin86,in,,0,0,0,https://x.com/undefined/status/1933076917059825892,1727986414170906624,,"{'label': 'negative', 'score': 0.9980372786521912}",negative,0.9980372786521912,Negatif
1933056465327284567,Thu Jun 12 06:59:10 +0000 2025,0,akibat ai gibran,1933056465327284567,,,in,,0,0,0,https://x.com/undefined/status/1933056465327284567,1301126140107485184,,"{'label': 'negative', 'score': 0.8053992986679077}",negative,0.8053992986679077,Negatif
1933006830726492240,Thu Jun 12 05:14:22 +0000 2025,1,Bener mas Gibran tentang AI,1933030093674459172,,ainunnajib,in,,0,0,0,https://x.com/undefined/status/1933030093674459172,893314225392631808,,"{'label': 'positive', 'score': 0.8769850730895996}",positive,0.8769850730895996,Positif
1933024269258404313,Thu Jun 12 04:51:14 +0000 2025,4,Masalah implementasi AI di Indonesia Bukan aku yang bikin tabel ini tapi pemerintah Tapi kalau kata Gibran sih udah pada jago bikin video pake AI,1933024269258404313,https://pbs.twimg.com/media/GtN6rRsbMAI2EYJ.jpg,,in,,0,1,1,https://x.com/undefined/status/1933024269258404313,871103989,,"{'label': 'negative', 'score': 0.9502541422843933}",negative,0.9502541422843933,Negatif
1932719452770218260,Thu Jun 12 04:38:52 +0000 2025,0,Sebaiknya Gibran aja yang pake AI Cukuplah anda yang bodoh males berpikir main klik robot digital Jangan ngajak2 anak bangsa yang sejak dulu sdh kreatif berpikir menggunakan OTAK,1933021159450423348,,democrazymedia,in,,0,0,0,https://x.com/undefined/status/1933021159450423348,1810223652115484672,,"{'label': 'negative', 'score': 0.9989849925041199}",negative,0.9989849925041199,Negatif
1932723880751476850,Thu Jun 12 04:30:20 +0000 2025,0,AntiPKI9 Emang gak salah imbauan Wapres agar kita belajar AI ente rupanya manut apa kata Gibran agar belajar AI,1933019009429221411,,Muslim_AntiPKI9,in,,0,0,0,https://x.com/undefined/status/1933019009429221411,238095432,,"{'label': 'negative', 'score': 0.9967297315597534}",negative,0.9967297315597534,Negatif
1932674864730812751,Thu Jun 12 03:40:11 +0000 2025,2,tweet Pekok se pekok pekok nya Ndase isine Ai Ai tok Jika di kupas tuntas gmn cara kerja Ai paling yo plonga plongo Keluarga pembohong dan maling emang gak ada obat,1933006389942890950,,ZulkifliLubis69,in,,0,1,0,https://x.com/undefined/status/1933006389942890950,1900164089617539076,,"{'label': 'negative', 'score': 0.9994718432426453}",negative,0.9994718432426453,Negatif
1932674864730812751,Thu Jun 12 03:04:32 +0000 2025,0,tweet Justru poinnya adalah manusia yang bijak pakai AI akan unggul dibanding manusia yang sekadar ikut ikutan AI itu alat bukan tujuan Kalau kita pakai tanpa akal sehat ya hasilnya memang bisa dunia tanpa otak,1932997418276303265,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932997418276303265,1796202369765793793,,"{'label': 'positive', 'score': 0.8268506526947021}",positive,0.8268506526947021,Positif
1932674864730812751,Thu Jun 12 00:44:58 +0000 2025,0,tweet Yg menemukan ilmu AI aja berbicara akan membahayakan manusia di masa Akan datang dan bisa membuat mnjdi malas sehingga dia sendiri menghentikan itu tetli terlanjur di gunakan beberapa pihak,1932962296604864562,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932962296604864562,1580577875039641601,,"{'label': 'negative', 'score': 0.998985230922699}",negative,0.998985230922699,Negatif
1932960292264427628,Thu Jun 12 00:37:00 +0000 2025,0,Ya ampun biasanya aku tuh mimpi jadi temennya artis Kali ini aku mimpi jadi temennya Gibran euy Trus selama berteman itu aku sambil bertanya2 loh kok dia bener Sempet juga mau tanya tentang AI tp sungkan Ih Dhita dalem mimpi aja mlempem,1932960292264427628,,,in,,0,0,0,https://x.com/undefined/status/1932960292264427628,319014338,,"{'label': 'negative', 'score': 0.8288167715072632}",negative,0.8288167715072632,Negatif
1932674864730812751,Thu Jun 12 00:30:24 +0000 2025,0,tweet Setuju Dengan Wapres Q Kalau Orang Oon Di Kasih Liat Video AI Mas Wapress Lagi Pidato terus Di Ringkus Polisi Pasti Di Telen Bulet terus Bilang Ke Tetangga Noh Wapress Loe Udah Ketangkep polisi noh ape gw Bilang Udah nonton Belom Vidionya sambil Sok Tau pok Imah,1932958629248053468,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932958629248053468,1193029438381801479,,"{'label': 'negative', 'score': 0.9992672801017761}",negative,0.9992672801017761,Negatif
1932625080611152057,Wed Jun 11 23:33:41 +0000 2025,0,Ksihan ma gibran dagang AI ga laku di sana,1932944358053196265,,bacottetanggaid,in,,0,0,0,https://x.com/undefined/status/1932944358053196265,1603579854808416256,,"{'label': 'negative', 'score': 0.9986616373062134}",negative,0.9986616373062134,Negatif
1932674864730812751,Wed Jun 11 23:24:12 +0000 2025,0,tweet AI itu kecerdasan buatan sebelum pake AI kecerdasan bawaan harus bagus dulu biar ga membahayakan,1932941967874539726,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932941967874539726,1603579854808416256,,"{'label': 'negative', 'score': 0.9936689734458923}",negative,0.9936689734458923,Negatif
1932674864730812751,Wed Jun 11 22:21:35 +0000 2025,0,tweet Ai itu Gk punya etika,1932926213301170500,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932926213301170500,1480897174120517640,,"{'label': 'negative', 'score': 0.8974555134773254}",negative,0.8974555134773254,Negatif
1932920289702432874,Wed Jun 11 21:58:03 +0000 2025,0,Yg kek gini wowok gakan pduli Janji ratusan FK yg absurd itu aja gada muncungnya samsek hamdalah Apalagi gibran Dia lbih ngurusin nyukur rambut anak esde dan dikit Ai Ai,1932920289702432874,,,in,,0,0,0,https://x.com/undefined/status/1932920289702432874,812145880924991488,,"{'label': 'negative', 'score': 0.9971234202384949}",negative,0.9971234202384949,Negatif
1932238424838410681,Wed Jun 11 21:38:41 +0000 2025,0,Bener prediksi mas gibran AI itu bisa segalanya anak jenius juga nih orang,1932915416709644486,,panjxat,in,,0,0,0,https://x.com/undefined/status/1932915416709644486,1631282124908265472,,"{'label': 'positive', 'score': 0.8757762312889099}",positive,0.8757762312889099,Positif
1932911567701749966,Wed Jun 11 21:23:24 +0000 2025,0,Ai Ai Ai Ai Jawaban yang selalu di keluarkan oleh Gibran rakagooning,1932911567701749966,,,in,,0,0,0,https://x.com/undefined/status/1932911567701749966,1468289005598883843,,"{'label': 'neutral', 'score': 0.5975762605667114}",neutral,0.5975762605667114,Netral
1932434815963504952,Wed Jun 11 19:19:14 +0000 2025,0,yantie Gk dukung gibran tp search engine dan AI kl ada pas jaman gue sd sptinya aku dan teman2 jd lbh pinter soalnya di jamanku dulu yg sekolah pd bener sekolah dan dulu g ada beauty standar jd gk perlu kekorea2an dandanya,1932880323370692892,,DS_yantie,in,,0,0,0,https://x.com/undefined/status/1932880323370692892,332038843,,"{'label': 'positive', 'score': 0.9901419281959534}",positive,0.9901419281959534,Positif
1932846313751957969,Wed Jun 11 17:04:06 +0000 2025,0,fkg ketularan virus ai gibran,1932846313751957969,,,in,,0,0,0,https://x.com/undefined/status/1932846313751957969,1765399350073774080,,"{'label': 'neutral', 'score': 0.9965110421180725}",neutral,0.9965110421180725,Netral
1932831388853809474,Wed Jun 11 16:28:57 +0000 2025,0,tweet nih AI,1932837470338707854,,poooookay,in,,0,0,0,https://x.com/undefined/status/1932837470338707854,1899020413969281024,,"{'label': 'negative', 'score': 0.995594322681427}",negative,0.995594322681427,Negatif
1932674864730812751,Wed Jun 11 16:21:46 +0000 2025,0,tweet Samsul nge bahas AI kan LUCU tingkat BETARA KALA,1932835662644064368,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932835662644064368,40486186,,"{'label': 'negative', 'score': 0.9165274500846863}",negative,0.9165274500846863,Negatif
1932674864730812751,Wed Jun 11 15:55:03 +0000 2025,0,tweet Hasil AI,1932828936368763107,,MaliMalko49279,in,,0,0,0,https://x.com/undefined/status/1932828936368763107,1884247801363849218,,"{'label': 'neutral', 'score': 0.5116652250289917}",neutral,0.5116652250289917,Netral
1932674864730812751,Wed Jun 11 15:54:10 +0000 2025,2,tweet Secara langsung berbicara kepada publik kalau ingin seperti saya ayo pake AI bisa dilihat kan skrg saya gak butuh wawasan akademisi apalagi kuliah di universitas ternama dgn ijazah predikat A tapi bisa jadi wapres malah di bantu ayah dan paman,1932828712988532787,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932828712988532787,1884247801363849218,,"{'label': 'negative', 'score': 0.9711080193519592}",negative,0.9711080193519592,Negatif
1932743858582139036,Wed Jun 11 15:32:29 +0000 2025,0,Yang ramal siapa El gibran dengan AI nya,1932823257113317587,,kompascom,in,,0,0,0,https://x.com/undefined/status/1932823257113317587,1868295125744664576,,"{'label': 'negative', 'score': 0.9982519745826721}",negative,0.9982519745826721,Negatif
1932674864730812751,Wed Jun 11 15:14:01 +0000 2025,1,tweet Ini AI positif atau negatif klo aq pilih positif alasannya Orang yg ada di video tsb harus dihukum di dunia amp nanti pasti akan di hukum di akhir at hisab selama di dunia daya rusak rakus amp culas rakyat tdk dibantu kemakmuran amp keadilannya,1932818609417736280,https://pbs.twimg.com/ext_tw_video_thumb/1932818573417971713/pu/img/RkVdO7k_MFC4Z3S8.jpg,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932818609417736280,1608132819292938245,,"{'label': 'negative', 'score': 0.9990614056587219}",negative,0.9990614056587219,Negatif
1932723880751476850,Wed Jun 11 15:13:16 +0000 2025,0,AntiPKI9 ni mas AI tweet serem bgtt egk siii adoowww kacaww,1932818420078411992,,Muslim_AntiPKI9,in,,0,0,0,https://x.com/undefined/status/1932818420078411992,1421451529995780101,,"{'label': 'negative', 'score': 0.9994543194770813}",negative,0.9994543194770813,Negatif
1932814794857591157,Wed Jun 11 14:58:51 +0000 2025,0,pingin tag menteri pariwisata deh masa rentang waktu wisata dalam dan luar beda harganya ga terlalu signifikan oiyaa karena avtur pertamina mehong yaa diganti AI aja ga sih bahan bakar pesawatnya gimanaa mas tweet,1932814794857591157,,,in,,0,0,0,https://x.com/undefined/status/1932814794857591157,43071123,,"{'label': 'negative', 'score': 0.5517786741256714}",negative,0.5517786741256714,Negatif
1932674864730812751,Wed Jun 11 14:18:26 +0000 2025,0,tweet Kalo nggak paham jgn sok2an paling pintar ttg AI wahai wapres Memalukan,1932804623703884220,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932804623703884220,1603892013124177921,,"{'label': 'negative', 'score': 0.998272180557251}",negative,0.998272180557251,Negatif
1932801209024590109,Wed Jun 11 14:04:52 +0000 2025,0,listrik masuk desa barangkali gibran terinspirasi dan tertarik utk bikin lagu ai masuk desa atau ai masuk sd,1932801209024590109,https://pbs.twimg.com/ext_tw_video_thumb/1932800800964947968/pu/img/8cVd1jJgelZOKCUz.jpg,,in,,0,0,0,https://x.com/undefined/status/1932801209024590109,72331131,,"{'label': 'neutral', 'score': 0.994346559047699}",neutral,0.994346559047699,Netral
1932674864730812751,Wed Jun 11 14:02:57 +0000 2025,2,tweet Salut dgn pak menteri AI bikin culas,1932800725077406093,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932800725077406093,355341162,,"{'label': 'positive', 'score': 0.9672126173973083}",positive,0.9672126173973083,Positif
1932719452770218260,Wed Jun 11 13:52:10 +0000 2025,0,Dg AI bisa bikin film dg pemeran Gibran dan istrinya lagi apa aja Setuju dg menteri saya,1932798014479016046,,democrazymedia,in,,0,0,0,https://x.com/undefined/status/1932798014479016046,1119447842639110145,,"{'label': 'negative', 'score': 0.39112743735313416}",negative,0.39112743735313416,Negatif
1932674864730812751,Wed Jun 11 13:04:00 +0000 2025,0,tweet AI dan hilirisasi sja yg lancar,1932785889090081277,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1932785889090081277,1800987422169473024,,"{'label': 'positive', 'score': 0.9582789540290833}",positive,0.9582789540290833,Positif
1932674864730812751,Wed Jun 11 12:48:50 +0000 2025,5,tweet AI ga mung mungkin nambel otak udang Kalau dasarnya beg mau dibantu AI gimanapun pasti tetep beg Kalau AI bisa bikin orang pinter ga mungkin ketahuan follow akun judol Ya ga chat GPT,1932782075180122612,,ZulkifliLubis69,in,,0,2,0,https://x.com/undefined/status/1932782075180122612,305086357,,"{'label': 'negative', 'score': 0.995468020439148}",negative,0.995468020439148,Negatif
1932778051664031996,Wed Jun 11 12:32:51 +0000 2025,0,tweet ini yg kau banggakan soal AI pantasan makin kesini semakin CULAS kau samsul,1932778051664031996,,gibran_tweet,in,,0,0,0,https://x.com/undefined/status/1932778051664031996,1313865778119151616,,"{'label': 'negative', 'score': 0.9985559582710266}",negative,0.9985559582710266,Negatif
1932758470329352567,Wed Jun 11 11:15:02 +0000 2025,0,tweet makan noh AI yg lo banga2in,1932758470329352567,,gibran_tweet,in,,0,0,0,https://x.com/undefined/status/1932758470329352567,969593025990090752,,"{'label': 'negative', 'score': 0.9967435002326965}",negative,0.9967435002326965,Negatif
1932719452770218260,Wed Jun 11 10:51:03 +0000 2025,0,jadi tambah dungu kalo pake ai,1932752432058298778,,democrazymedia,in,,0,0,0,https://x.com/undefined/status/1932752432058298778,1752536351998877696,,"{'label': 'negative', 'score': 0.8652729392051697}",negative,0.8652729392051697,Negatif
1932673776510214411,Wed Jun 11 10:50:55 +0000 2025,0,bro beli bro gibran tweet Jangan lu cuman bisa ngomong AI AI tapi ngomong doang,1932752400626168033,,ariaghora,in,,0,1,0,https://x.com/undefined/status/1932752400626168033,1794123706081660928,,"{'label': 'negative', 'score': 0.9989652633666992}",negative,0.9989652633666992,Negatif
1932674864730812751,Wed Jun 11 10:37:27 +0000 2025,1,tweet Ssuai Tujuan PLANDEMIC PLAN of DEMON SatanIC TRANSHUMAN BUDAK spt BARANG BINATANG dgn CHIP AI via TIPUAN VAX COVID1984 ertificate f ax dentity IGITAL Digit of Dajjal 1 A Artificial 9 i Intellegence 8 H Horrible 4 D Disease,1932749010059821163,,ZulkifliLubis69,in,,0,1,0,https://x.com/undefined/status/1932749010059821163,1500895721314156547,,"{'label': 'negative', 'score': 0.9956392049789429}",negative,0.9956392049789429,Negatif
